"year","state","county","cases","population","type"
2019,"Illinois","Livingston County",0,35761,"primary and secondary syphilis"
2019,"North Carolina","Avery County",0,17505,"primary and secondary syphilis"
2019,"Michigan","Bay County",104,103923,"gonorrhea"
2019,"Iowa","Franklin County",0,10124,"primary and secondary syphilis"
2019,"Washington","Island County",228,84460,"chlamydia"
2019,"Iowa","Ida County",0,6841,"primary and secondary syphilis"
2019,"Kentucky","Carlisle County",7,4771,"chlamydia"
2019,"Wisconsin","Buffalo County",0,13125,"primary and secondary syphilis"
2019,"Mississippi","Coahoma County",26,22628,"primary and secondary syphilis"
2019,"Massachusetts","Hampshire County",2,161355,"primary and secondary syphilis"
2019,"Virginia","Accomack County",232,32412,"chlamydia"
2019,"Kentucky","Bracken County",18,8239,"chlamydia"
2019,"Wisconsin","La Crosse County",9,118230,"primary and secondary syphilis"
2019,"North Dakota","Rolette County",0,14301,"primary and secondary syphilis"
2019,"Idaho","Cassia County",15,23864,"gonorrhea"
2019,"North Carolina","Columbus County",4,55655,"primary and secondary syphilis"
2019,"California","Alpine County",5,1101,"chlamydia"
2019,"Ohio","Ashtabula County",124,97493,"gonorrhea"
2019,"North Dakota","McIntosh County",0,2585,"primary and secondary syphilis"
2019,"Michigan","Missaukee County",44,15113,"chlamydia"
2019,"Wisconsin","Waushara County",46,24263,"chlamydia"
2019,"Georgia","Baldwin County",144,44823,"gonorrhea"
2019,"Georgia","Dooly County",24,13706,"gonorrhea"
2019,"Virginia","Pulaski County",30,34066,"gonorrhea"
2019,"Maine","Piscataquis County",0,16800,"primary and secondary syphilis"
2019,"Michigan","Kent County",3597,653786,"chlamydia"
2019,"Georgia","Fannin County",28,25964,"chlamydia"
2019,"Georgia","Clinch County",51,6648,"chlamydia"
2019,"Ohio","Clermont County",594,205466,"chlamydia"
2019,"Texas","Callahan County",9,13994,"gonorrhea"
2019,"Indiana","Crawford County",6,10558,"gonorrhea"
2019,"Mississippi","Yalobusha County",56,12392,"gonorrhea"
2019,"Minnesota","Pope County",11,11097,"chlamydia"
2019,"North Dakota","Barnes County",0,10542,"primary and secondary syphilis"
2019,"North Carolina","Durham County",98,316739,"primary and secondary syphilis"
2019,"Kansas","Cowley County",31,35218,"gonorrhea"
2019,"Texas","Jim Hogg County",0,5248,"primary and secondary syphilis"
2019,"Illinois","Kankakee County",4,110024,"primary and secondary syphilis"
2019,"Alabama","Lauderdale County",237,92387,"gonorrhea"
2019,"Virginia","Wise County",20,38012,"gonorrhea"
2019,"Missouri","Clark County",0,6842,"primary and secondary syphilis"
2019,"Utah","Morgan County",3,12045,"gonorrhea"
2019,"Iowa","Carroll County",60,20154,"chlamydia"
2019,"Texas","Wise County",2,68305,"primary and secondary syphilis"
2019,"Texas","Hudspeth County",0,4795,"primary and secondary syphilis"
2019,"Oklahoma","Rogers County",108,91984,"gonorrhea"
2019,"Alaska","North Slope Borough",0,9872,"primary and secondary syphilis"
2019,"Iowa","Emmet County",46,9253,"chlamydia"
2019,"Nebraska","Cass County",59,26159,"chlamydia"
2019,"Texas","Liberty County",8,86323,"primary and secondary syphilis"
2019,"Texas","Taylor County",512,137640,"chlamydia"
2019,"Missouri","Crawford County",19,23957,"gonorrhea"
2019,"Mississippi","Quitman County",33,7051,"gonorrhea"
2019,"Washington","Grays Harbor County",8,73901,"primary and secondary syphilis"
2019,"Georgia","Monroe County",1,27520,"primary and secondary syphilis"
2019,"Texas","Hale County",53,33830,"gonorrhea"
2019,"Minnesota","Washington County",189,259201,"gonorrhea"
2019,"Minnesota","Waseca County",56,18691,"chlamydia"
2019,"Tennessee","Bedford County",55,49038,"gonorrhea"
2019,"Arkansas","Dallas County",15,7182,"gonorrhea"
2019,"Texas","Starr County",172,64525,"chlamydia"
2019,"Oregon","Harney County",0,7329,"gonorrhea"
2019,"Tennessee","Lake County",33,7411,"gonorrhea"
2019,"Kansas","Decatur County",4,2871,"chlamydia"
2019,"Tennessee","Montgomery County",12,205950,"primary and secondary syphilis"
2019,"Georgia","Baldwin County",328,44823,"chlamydia"
2019,"Michigan","Marquette County",241,66516,"chlamydia"
2019,"New York","Herkimer County",4,61833,"primary and secondary syphilis"
2019,"Florida","Suwannee County",77,44191,"gonorrhea"
2019,"Alaska","Kodiak Island Borough",0,13345,"primary and secondary syphilis"
2019,"Tennessee","Lawrence County",0,43734,"primary and secondary syphilis"
2019,"Florida","Manatee County",1722,394855,"chlamydia"
2019,"Colorado","El Paso County",1267,713856,"gonorrhea"
2019,"Illinois","Grundy County",137,50972,"chlamydia"
2019,"Louisiana","Evangeline Parish",55,33443,"gonorrhea"
2019,"Montana","Fallon County",0,2920,"gonorrhea"
2019,"Washington","Grays Harbor County",300,73901,"chlamydia"
2019,"Virginia","Pittsylvania County",2,60949,"primary and secondary syphilis"
2019,"Missouri","Polk County",1,32201,"primary and secondary syphilis"
2019,"Tennessee","Humphreys County",62,18486,"chlamydia"
2019,"Florida","Jackson County",8,48305,"primary and secondary syphilis"
2019,"Georgia","Madison County",92,29650,"chlamydia"
2019,"Kentucky","Kenton County",251,166051,"gonorrhea"
2019,"Kentucky","Bourbon County",11,20184,"gonorrhea"
2019,"Louisiana","Acadia Parish",112,62190,"gonorrhea"
2019,"Texas","Houston County",63,23169,"chlamydia"
2019,"North Dakota","Divide County",3,2283,"chlamydia"
2019,"Kansas","Sheridan County",4,2533,"chlamydia"
2019,"Oregon","Benton County",4,92101,"primary and secondary syphilis"
2019,"Ohio","Tuscarawas County",37,92176,"gonorrhea"
2019,"Alabama","Cherokee County",40,26032,"gonorrhea"
2019,"South Carolina","York County",9,274118,"primary and secondary syphilis"
2019,"Ohio","Lorain County",1625,309461,"chlamydia"
2019,"Texas","Ochiltree County",11,9947,"gonorrhea"
2019,"Oklahoma","Washington County",182,51843,"chlamydia"
2019,"Missouri","Johnson County",8,53652,"primary and secondary syphilis"
2019,"Missouri","Audrain County",1,25473,"primary and secondary syphilis"
2019,"Kansas","Lyon County",31,33406,"gonorrhea"
2019,"Nebraska","Dawes County",77,8716,"chlamydia"
2019,"Tennessee","Bradley County",7,106727,"primary and secondary syphilis"
2019,"California","Mono County",1,14250,"primary and secondary syphilis"
2019,"Iowa","Monona County",33,8679,"chlamydia"
2019,"Georgia","Peach County",282,27297,"chlamydia"
2019,"Texas","Caldwell County",51,43247,"gonorrhea"
2019,"North Dakota","Griggs County",2,2232,"chlamydia"
2019,"Mississippi","Harrison County",46,206650,"primary and secondary syphilis"
2019,"South Dakota","Kingsbury County",0,4919,"primary and secondary syphilis"
2019,"California","San Diego County",547,3343364,"primary and secondary syphilis"
2019,"Virginia","King and Queen County",0,7042,"primary and secondary syphilis"
2019,"Washington","Garfield County",0,2247,"chlamydia"
2019,"Pennsylvania","Lackawanna County",73,210793,"gonorrhea"
2019,"Illinois","Rock Island County",280,143477,"gonorrhea"
2019,"Vermont","Bennington County",4,35631,"gonorrhea"
2019,"Tennessee","Haywood County",3,17335,"primary and secondary syphilis"
2019,"Montana","Flathead County",247,102106,"chlamydia"
2019,"Georgia","Dooly County",1,13706,"primary and secondary syphilis"
2019,"Iowa","Pottawattamie County",228,93533,"gonorrhea"
2019,"Missouri","Randolph County",0,24763,"primary and secondary syphilis"
2019,"Arkansas","Logan County",79,21737,"chlamydia"
2019,"Michigan","Oakland County",88,1259201,"primary and secondary syphilis"
2019,"Georgia","Greene County",23,17698,"gonorrhea"
2019,"Tennessee","Union County",49,19688,"chlamydia"
2019,"Mississippi","Amite County",61,12326,"chlamydia"
2019,"North Carolina","Stanly County",282,62075,"chlamydia"
2019,"Wyoming","Campbell County",191,46140,"chlamydia"
2019,"Louisiana","LaSalle Parish",3,14917,"primary and secondary syphilis"
2019,"Missouri","DeKalb County",9,12630,"gonorrhea"
2019,"Texas","Tom Green County",754,118189,"chlamydia"
2019,"Ohio","Lucas County",34,429899,"primary and secondary syphilis"
2019,"North Dakota","Bottineau County",21,6411,"chlamydia"
2019,"Indiana","Dubois County",20,42565,"gonorrhea"
2019,"Alabama","Perry County",30,9140,"gonorrhea"
2019,"New Mexico","San Miguel County",181,27591,"chlamydia"
2019,"California","Plumas County",1,18804,"primary and secondary syphilis"
2019,"Utah","Carbon County",7,20269,"gonorrhea"
2019,"Missouri","Bollinger County",0,12169,"primary and secondary syphilis"
2019,"New Mexico","Los Alamos County",8,19101,"gonorrhea"
2019,"Georgia","Brooks County",74,15513,"chlamydia"
2019,"Texas","Cherokee County",59,52592,"gonorrhea"
2019,"Nebraska","Seward County",10,17318,"gonorrhea"
2019,"California","Mariposa County",8,17471,"gonorrhea"
2019,"Maryland","St. Mary's County",3,112664,"primary and secondary syphilis"
2019,"Alaska","Bethel Census Area",71,18216,"gonorrhea"
2019,"Georgia","Franklin County",80,23023,"chlamydia"
2019,"South Dakota","Mellette County",14,2042,"gonorrhea"
2019,"Ohio","Clermont County",127,205466,"gonorrhea"
2019,"Idaho","Shoshone County",1,12796,"primary and secondary syphilis"
2019,"Illinois","Jo Daviess County",40,21366,"chlamydia"
2019,"Minnesota","Red Lake County",4,3999,"gonorrhea"
2019,"Colorado","Summit County",1,31007,"primary and secondary syphilis"
2019,"Michigan","St. Clair County",88,159337,"gonorrhea"
2019,"Georgia","Crawford County",5,12318,"gonorrhea"
2019,"Georgia","Clayton County",813,289615,"gonorrhea"
2019,"Alaska","Petersburg Borough",0,3221,"gonorrhea"
2019,"Arkansas","Bradley County",0,10897,"primary and secondary syphilis"
2019,"Kansas","Greenwood County",0,6055,"primary and secondary syphilis"
2019,"Wyoming","Goshen County",0,13376,"primary and secondary syphilis"
2019,"Nebraska","Garfield County",3,1987,"chlamydia"
2019,"Indiana","Posey County",20,25540,"gonorrhea"
2019,"Virginia","Falls Church city",3,14772,"primary and secondary syphilis"
2019,"Georgia","Bryan County",4,38109,"primary and secondary syphilis"
2019,"Alaska","Matanuska-Susitna Borough",143,107610,"gonorrhea"
2019,"Montana","Sweet Grass County",0,3710,"gonorrhea"
2019,"Michigan","Dickinson County",71,25383,"chlamydia"
2019,"Virginia","Isle of Wight County",2,36953,"primary and secondary syphilis"
2019,"Oregon","Gilliam County",9,1894,"chlamydia"
2019,"Massachusetts","Hampshire County",505,161355,"chlamydia"
2019,"Missouri","Warren County",32,34711,"gonorrhea"
2019,"North Dakota","Steele County",0,1903,"primary and secondary syphilis"
2019,"North Dakota","Pembina County",0,6947,"primary and secondary syphilis"
2019,"South Carolina","Edgefield County",139,27052,"chlamydia"
2019,"Missouri","Livingston County",41,15146,"chlamydia"
2019,"Tennessee","Robertson County",3,71012,"primary and secondary syphilis"
2019,"South Dakota","Stanley County",3,3022,"gonorrhea"
2019,"North Dakota","Grand Forks County",433,70770,"chlamydia"
2019,"Georgia","Dade County",1,16226,"primary and secondary syphilis"
2019,"Texas","Hamilton County",6,8484,"gonorrhea"
2019,"Illinois","Tazewell County",93,132328,"gonorrhea"
2019,"Pennsylvania","Clarion County",0,38779,"primary and secondary syphilis"
2019,"Kentucky","Clay County",9,20105,"gonorrhea"
2019,"Texas","Ochiltree County",34,9947,"chlamydia"
2019,"Georgia","Hart County",85,26099,"chlamydia"
2019,"Missouri","Worth County",0,2040,"primary and secondary syphilis"
2019,"Pennsylvania","Cumberland County",6,251423,"primary and secondary syphilis"
2019,"Michigan","Alger County",1,9097,"gonorrhea"
2019,"Vermont","Lamoille County",45,25300,"chlamydia"
2019,"Idaho","Canyon County",3,223499,"primary and secondary syphilis"
2019,"Indiana","Bartholomew County",283,82753,"chlamydia"
2019,"New Hampshire","Rockingham County",649,309176,"chlamydia"
2019,"Washington","Whitman County",441,49791,"chlamydia"
2019,"Indiana","Hancock County",54,76351,"gonorrhea"
2019,"Utah","Sanpete County",1,30623,"primary and secondary syphilis"
2019,"Arkansas","Marion County",35,16722,"chlamydia"
2019,"Iowa","Pottawattamie County",8,93533,"primary and secondary syphilis"
2019,"Minnesota","Le Sueur County",12,28494,"gonorrhea"
2019,"Texas","Wharton County",1,41619,"primary and secondary syphilis"
2019,"Kansas","Osage County",0,15941,"primary and secondary syphilis"
2019,"Iowa","Davis County",0,9017,"primary and secondary syphilis"
2019,"Alabama","Elmore County",456,81887,"chlamydia"
2019,"Michigan","Benzie County",31,17753,"chlamydia"
2019,"Texas","Hemphill County",8,3825,"chlamydia"
2019,"New Jersey","Sussex County",199,140799,"chlamydia"
2019,"South Dakota","Spink County",0,6495,"primary and secondary syphilis"
2019,"Tennessee","Trousdale County",11,11012,"gonorrhea"
2019,"Oklahoma","Garvin County",2,27811,"primary and secondary syphilis"
2019,"Texas","Taylor County",174,137640,"gonorrhea"
2019,"North Dakota","Sioux County",89,4358,"chlamydia"
2019,"Kentucky","Harrison County",1,18778,"primary and secondary syphilis"
2019,"New Jersey","Monmouth County",269,621354,"gonorrhea"
2019,"Kentucky","Union County",43,14505,"gonorrhea"
2019,"Washington","Adams County",117,19759,"chlamydia"
2019,"North Carolina","Haywood County",173,61971,"chlamydia"
2019,"Colorado","Dolores County",0,2074,"gonorrhea"
2019,"Pennsylvania","Delaware County",3234,564751,"chlamydia"
2019,"Washington","Columbia County",3,4059,"gonorrhea"
2019,"Kentucky","Magoffin County",0,12362,"primary and secondary syphilis"
2019,"Kentucky","Harlan County",27,26409,"gonorrhea"
2019,"Kansas","Lincoln County",1,3023,"gonorrhea"
2019,"Missouri","Moniteau County",12,16121,"gonorrhea"
2019,"Louisiana","East Carroll Parish",16,7037,"gonorrhea"
2019,"Georgia","Washington County",190,20386,"chlamydia"
2019,"North Dakota","Sheridan County",0,1349,"primary and secondary syphilis"
2019,"Virginia","Norfolk city",1266,244076,"gonorrhea"
2019,"West Virginia","Brooke County",32,22203,"chlamydia"
2019,"Texas","Lipscomb County",0,3355,"primary and secondary syphilis"
2019,"Mississippi","Grenada County",25,21055,"primary and secondary syphilis"
2019,"Michigan","Mason County",13,29100,"gonorrhea"
2019,"Mississippi","Washington County",350,45063,"gonorrhea"
2019,"Louisiana","Terrebonne Parish",888,111021,"chlamydia"
2019,"Ohio","Cuyahoga County",92,1243857,"primary and secondary syphilis"
2019,"Georgia","Pierce County",0,19389,"primary and secondary syphilis"
2019,"Michigan","Ogemaw County",0,20952,"primary and secondary syphilis"
2019,"Nebraska","Garden County",4,1897,"chlamydia"
2019,"Michigan","Emmet County",67,33308,"chlamydia"
2019,"Ohio","Hardin County",8,31480,"gonorrhea"
2019,"Alaska","Fairbanks North Star Borough",5,98971,"primary and secondary syphilis"
2019,"New York","Seneca County",17,34300,"gonorrhea"
2019,"Maryland","Worcester County",225,51823,"chlamydia"
2019,"Louisiana","Iberville Parish",86,32721,"gonorrhea"
2019,"North Carolina","Davie County",144,42733,"chlamydia"
2019,"Texas","Hall County",9,3028,"gonorrhea"
2019,"Iowa","Audubon County",12,5506,"chlamydia"
2019,"North Carolina","Graham County",0,8484,"primary and secondary syphilis"
2019,"Mississippi","Simpson County",45,26758,"gonorrhea"
2019,"Missouri","Ozark County",4,9017,"gonorrhea"
2019,"Texas","Somervell County",12,9016,"chlamydia"
2019,"Iowa","Benton County",0,25642,"primary and secondary syphilis"
2019,"Kentucky","Ohio County",0,24087,"primary and secondary syphilis"
2019,"Tennessee","Coffee County",250,55700,"chlamydia"
2019,"North Dakota","Morton County",141,31095,"chlamydia"
2019,"Iowa","Ringgold County",1,4968,"gonorrhea"
2019,"West Virginia","Pendleton County",9,6997,"chlamydia"
2019,"Florida","Hernando County",587,190865,"chlamydia"
2019,"Missouri","Stone County",77,31749,"chlamydia"
2019,"California","Modoc County",6,8777,"gonorrhea"
2019,"Georgia","Treutlen County",0,6809,"primary and secondary syphilis"
2019,"Mississippi","Lafayette County",2,54793,"primary and secondary syphilis"
2019,"Tennessee","Scott County",56,22039,"chlamydia"
2019,"Pennsylvania","Fulton County",0,14523,"primary and secondary syphilis"
2019,"Kentucky","Estill County",35,14198,"chlamydia"
2019,"Alabama","Shelby County",599,215707,"chlamydia"
2019,"Missouri","Butler County",7,42639,"primary and secondary syphilis"
2019,"Alabama","Bullock County",51,10138,"gonorrhea"
2019,"South Dakota","Gregory County",0,4212,"primary and secondary syphilis"
2019,"Georgia","Lincoln County",5,7915,"gonorrhea"
2019,"Ohio","Columbiana County",3,102665,"primary and secondary syphilis"
2019,"Kansas","Linn County",6,9750,"gonorrhea"
2019,"Oklahoma","Mayes County",181,41107,"chlamydia"
2019,"Tennessee","Bradley County",297,106727,"gonorrhea"
2019,"Kentucky","Larue County",9,14307,"gonorrhea"
2019,"Michigan","Iosco County",40,25081,"chlamydia"
2019,"Kansas","Osage County",52,15941,"chlamydia"
2019,"Alabama","DeKalb County",2,71385,"primary and secondary syphilis"
2019,"Oklahoma","Creek County",147,71604,"gonorrhea"
2019,"Arkansas","Yell County",1,21535,"primary and secondary syphilis"
2019,"Kentucky","Shelby County",166,48518,"chlamydia"
2019,"Maryland","Charles County",273,161503,"gonorrhea"
2019,"Vermont","Orange County",1,28999,"gonorrhea"
2019,"Michigan","Iron County",2,11117,"gonorrhea"
